date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:24:59	114275/114275	---M-Z	200	added ('OK')	text/html	etag:W/%221677121258%22	https://bestfriends.org/es	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/es.html	(from )
22:24:59	1706/1706	---M--	200	added ('OK')	text/plain	etag:W/%2263f64e23-6aa%22	https://bestfriends.org/robots.txt		(from )
22:25:01	151195/151195	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2023%20Feb%202023%2003:25:01%20GMT	https://bestfriends.org/e,r.href	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/e,r.href	(from https://bestfriends.org/es)
22:25:01	67237/67237	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Feb%202023%2003:25:01%20GMT	https://bestfriends.org/es/es	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/es/es	(from https://bestfriends.org/es)
22:25:01	122121/122121	---M-Z	200	added ('OK')	text/html	etag:W/%221677121265%22	https://bestfriends.org/	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/index.html	(from https://bestfriends.org/es)
22:25:02	67237/67237	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Feb%202023%2003:25:01%20GMT	https://bestfriends.org/es/node/378610	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/es/node/378610	(from https://bestfriends.org/es)
22:25:02	306514/306514	---M--	200	added ('OK')	image/jpeg	etag:%22ISPUGMiVyAmRndLwuYU19vERXB1vkJCHL90BZ6+22jE%22	https://bestfriends.org/sites/default/files/2022-11/Actriz-Jacqueline-Pinol.jpg	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/sites/default/files/2022-11/Actriz-Jacqueline-Pinol.jpg	(from https://bestfriends.org/es)
22:25:02	1150/1150	---M-Z	200	added ('OK')	image/x-icon	etag:%2263f64e23-47e%22	https://bestfriends.org/themes/local/favicon.ico	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/themes/local/favicon.ico	(from https://bestfriends.org/es)
22:25:02	347/347	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2263f67e3d-15b%22	https://bestfriends.org/sites/default/files/google_tag/bfas_google_tag_manager_container/google_tag.script.js?rqi1ix	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/sites/default/files/google_tag/bfas_google_tag_manager_container/google_tag.script5284.js	(from https://bestfriends.org/es)
22:25:02	34260/34260	---M-Z	200	added ('OK')	text/css	etag:W/%2263e51b73-85d4%22	https://bestfriends.org/sites/default/files/css/css_zaQBN0rsn1TYSIPTzKsrdstQQVMANxJ4mOGpht9gsGk.css	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/sites/default/files/css/css_zaQBN0rsn1TYSIPTzKsrdstQQVMANxJ4mOGpht9gsGk.css	(from https://bestfriends.org/es)
22:25:02	100835/100835	---M-Z	200	added ('OK')	text/css	etag:W/%2263f653ae-189e3%22	https://bestfriends.org/sites/default/files/css/css_Zn7pn6kZHfNuooa_5jzTYMfb_2BHx3YthKg5ZF-gM3c.css	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/sites/default/files/css/css_Zn7pn6kZHfNuooa_5jzTYMfb_2BHx3YthKg5ZF-gM3c.css	(from https://bestfriends.org/es)
22:25:05	104919/104919	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2003:25:05%20GMT	https://bestfriends.org/es/quienes-somos	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/es/quienes-somos.html	(from https://bestfriends.org/es)
22:25:06	127138/127138	---M-Z	200	added ('OK')	text/html	etag:W/%221677119885%22	https://bestfriends.org/es/cuidado-de-mascotas	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/es/cuidado-de-mascotas.html	(from https://bestfriends.org/es)
22:25:06	67285/67285	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Feb%202023%2003:25:06%20GMT	https://bestfriends.org/es/ubicacion	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/es/ubicacion	(from https://bestfriends.org/es)
22:25:08	118278/118278	---M-Z	200	added ('OK')	text/html	etag:W/%221677122706%22	https://bestfriends.org/es/ubicaciones	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/es/ubicaciones.html	(from https://bestfriends.org/es)
22:25:08	122148/122148	---M-Z	200	added ('OK')	text/html	etag:W/%221677122282%22	https://bestfriends.org/?en_us	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/index49d2.html	(from https://bestfriends.org/es)
22:25:10	107123/107123	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2003:25:10%20GMT	https://bestfriends.org/es/salva-mascotas	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/es/salva-mascotas.html	(from https://bestfriends.org/es)
22:25:13	117032/117032	---M-Z	200	added ('OK')	text/html	etag:W/%221677122710%22	https://bestfriends.org/es/adoptar	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/es/adoptar.html	(from https://bestfriends.org/es)
22:25:16	112763/112763	---M-Z	200	added ('OK')	text/html	etag:W/%221677122713%22	https://bestfriends.org/es/defensa	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/es/defensa.html	(from https://bestfriends.org/es)
22:25:17	107091/107091	---M-Z	200	added ('OK')	text/html	etag:W/%221677122716%22	https://bestfriends.org/es/historias	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/es/historias.html	(from https://bestfriends.org/es)
22:25:17	74295/74295	---M--	200	added ('OK')	image/jpeg	etag:%226D2oL45tDVNhcwzMPgfZyWvKNKmz2+GC8ZNNG8s4dec%22	https://bestfriends.org/sites/default/files/styles/hero_primary_660x710_/public/2022-11/jacquelin-pinol-mobile.jpg?h=5479ceed&itok=nWFj8cW0	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/sites/default/files/styles/hero_primary_660x710_/public/2022-11/jacquelin-pinol-mobilef5ff.jpg	(from https://bestfriends.org/es)
22:25:18	127303/127303	---M--	200	added ('OK')	image/jpeg	etag:%22ytmiFSGE4JO+mHMB9yxIWjrec0xVy0FIQiJUp3OznmI%22	https://bestfriends.org/sites/default/files/styles/hero_primary_1924x640/public/hero-primary/jacquelin-pinol.jpg?h=c10146ba&itok=gGE-Ob8h	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/sites/default/files/styles/hero_primary_1924x640/public/hero-primary/jacquelin-pinol67c8.jpg	(from https://bestfriends.org/es)
22:25:18	12532/12532	---M--	200	added ('OK')	image/jpeg	etag:%22LdvXoyCJ2t12pAsZJzdow1dqhDJRdtdqbTztZdIHuac%22	https://bestfriends.org/sites/default/files/styles/max_350x350/public/banner/woof_meow_pattern_lg_2021_4%5B1%5D.jpg?itok=QFCE5NZD	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/sites/default/files/styles/max_350x350/public/banner/woof_meow_pattern_lg_2021_4[1]c793.jpg	(from https://bestfriends.org/es)
22:25:18	22422/22422	---M--	200	added ('OK')	image/jpeg	etag:%22gkrd+xfU3mlLpIBQ5Va2kfhs2MCoUevN8p0yKguvswo%22	https://bestfriends.org/sites/default/files/styles/max_350x350/public/card/BFSuperAdoptionHouston2019_SonyaSellers_091.jpg?h=0c201d10&itok=CSEdLa5Q	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/sites/default/files/styles/max_350x350/public/card/BFSuperAdoptionHouston2019_SonyaSellers_09114a1.jpg	(from https://bestfriends.org/es)
22:25:21	118231/118231	---M-Z	200	added ('OK')	text/html	etag:W/%221677122718%22	https://bestfriends.org/es/salva-mascotas/servir-como-voluntario	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/es/salva-mascotas/servir-como-voluntario.html	(from https://bestfriends.org/es)
22:25:21	25909/25909	---M--	200	added ('OK')	image/jpeg	etag:%224LqCHC+D5kpsOWlOWmdkwwtHhh4+QF2qNRa3xobv9nk%22	https://bestfriends.org/sites/default/files/styles/max_350x350/public/card/EnzoAndGidget_LF_7700.jpg?h=f2fcf546&itok=0TjlBGR8	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/sites/default/files/styles/max_350x350/public/card/EnzoAndGidget_LF_7700862a.jpg	(from https://bestfriends.org/es)
22:25:22	67374/67374	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Feb%202023%2003:25:21%20GMT	https://bestfriends.org/es/stories/resource/esterilizacion-y-castracion	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/es/stories/resource/esterilizacion-y-castracion	(from https://bestfriends.org/es)
22:25:24	109616/109616	---M-Z	200	added ('OK')	text/html	etag:W/%221677122722%22	https://bestfriends.org/es/historias/recursos/esterilizacion	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/es/historias/recursos/esterilizacion.html	(from https://bestfriends.org/es)
22:25:24	19217/19217	---M--	200	added ('OK')	image/jpeg	etag:%224TQHIVex15572y5vQ/CfUzq66meTF7RWpeJqPqxO9UY%22	https://bestfriends.org/sites/default/files/styles/max_350x350/public/card/DE_BooEricMegSedrakyan-LF-9I9A7313%20(1).jpg?h=f2fcf546&itok=AaR12x2c	D:/My%20Backups/Archivos%20de%20trabajo/Categorias/Cat-%20-%20Admin/Fundacion/bestfriends.org/sites/default/files/styles/max_350x350/public/card/DE_BooEricMegSedrakyan-LF-9I9A7313%20(1)9e23.jpg	(from https://bestfriends.org/es)
